Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.30701047961e+004,-1.37533021667e+002
+1.33054941314e+004,-1.37306032731e+002
+1.35451227700e+004,-1.37898350611e+002
+1.37890670608e+004,-1.38127469846e+002
+1.40374047276e+004,-1.37843549440e+002
+1.42902148939e+004,-1.38592138900e+002
+1.45475781085e+004,-1.38397884664e+002
+1.48095763705e+004,-1.37983833063e+002
+1.50762931560e+004,-1.38299012747e+002
+1.53478134445e+004,-1.38166712789e+002
+1.56242237458e+004,-1.38317410259e+002
+1.59056121278e+004,-1.38686671825e+002
+1.61920682446e+004,-1.38885673769e+002
+1.64836833648e+004,-1.38643025476e+002
+1.67805504007e+004,-1.38488370812e+002
+1.70827639381e+004,-1.38685861231e+002
+1.73904202661e+004,-1.39158825224e+002
+1.77036174080e+004,-1.39341602630e+002
+1.80224551525e+004,-1.39172182737e+002
+1.83470350855e+004,-1.39270582801e+002
+1.86774606222e+004,-1.39077485367e+002
+1.90138370407e+004,-1.39901919242e+002
+1.93562715148e+004,-1.39339505274e+002
+1.97048731486e+004,-1.39571829239e+002
+2.00597530110e+004,-1.39628104108e+002
+2.04210241715e+004,-1.39609053985e+002
+2.07888017356e+004,-1.39359463296e+002
+2.11632028822e+004,-1.39831334552e+002
+2.15443469003e+004,-1.39668567377e+002
+2.19323552273e+004,-1.40381392388e+002
+2.23273514878e+004,-1.40200175415e+002
+2.27294615326e+004,-1.39398606633e+002
+2.31388134792e+004,-1.40130185436e+002
+2.35555377526e+004,-1.39992588044e+002
+2.39797671264e+004,-1.39642788154e+002
+2.44116367658e+004,-1.39778600246e+002
+2.48512842698e+004,-1.39982360749e+002
+2.52988497160e+004,-1.40811608368e+002
+2.57544757045e+004,-1.40224609319e+002
+2.62183074038e+004,-1.40781376130e+002
+2.66904925965e+004,-1.40712387671e+002
+2.71711817270e+004,-1.40682617266e+002
+2.76605279492e+004,-1.40252300292e+002
+2.81586871751e+004,-1.40678402609e+002
+2.86658181246e+004,-1.40454453001e+002
+2.91820823764e+004,-1.40933529513e+002
+2.97076444190e+004,-1.40621148227e+002
+3.02426717031e+004,-1.40838051010e+002
+3.07873346955e+004,-1.40831548035e+002
+3.13418069329e+004,-1.40750380510e+002
+3.19062650773e+004,-1.41140835070e+002
+3.24808889724e+004,-1.41553730996e+002
+3.30658617009e+004,-1.41367311416e+002
+3.36613696427e+004,-1.40837948686e+002
+3.42676025343e+004,-1.40758919708e+002
+3.48847535295e+004,-1.40811671083e+002
+3.55130192606e+004,-1.41657069169e+002
+3.61525999011e+004,-1.42034715844e+002
+3.68036992298e+004,-1.41782480268e+002
+3.74665246955e+004,-1.41918520070e+002
+3.81412874828e+004,-1.42705777479e+002
+3.88282025801e+004,-1.41695636676e+002
+3.95274888473e+004,-1.41743658027e+002
+4.02393690862e+004,-1.42717120594e+002
+4.09640701111e+004,-1.41780537044e+002
+4.17018228212e+004,-1.42357350496e+002
+4.24528622739e+004,-1.42155743602e+002
+4.32174277604e+004,-1.42289481140e+002
+4.39957628810e+004,-1.42868562714e+002
+4.47881156235e+004,-1.43089652946e+002
+4.55947384417e+004,-1.42074007378e+002
+4.64158883361e+004,-1.42116611017e+002
+4.72518269359e+004,-1.42540858594e+002
+4.81028205818e+004,-1.42826138005e+002
+4.89691404115e+004,-1.42427732190e+002
+4.98510624459e+004,-1.42772099938e+002
+5.07488676766e+004,-1.42873818031e+002
+5.16628421561e+004,-1.42689627085e+002
+5.25932770886e+004,-1.43021056246e+002
+5.35404689227e+004,-1.43025261147e+002
+5.45047194461e+004,-1.42980386444e+002
+5.54863358815e+004,-1.42759403001e+002
+5.64856309846e+004,-1.43044190587e+002
+5.75029231439e+004,-1.43324277090e+002
+5.85385364818e+004,-1.42973116178e+002
+5.95928009583e+004,-1.43662526547e+002
+6.06660524757e+004,-1.43342191546e+002
+6.17586329859e+004,-1.43104142381e+002
+6.28708905992e+004,-1.43460225703e+002
+6.40031796953e+004,-1.43811481942e+002
+6.51558610364e+004,-1.43620120899e+002
+6.63293018816e+004,-1.43766020564e+002
+6.75238761044e+004,-1.43341842153e+002
+6.87399643118e+004,-1.44381469170e+002
+6.99779539652e+004,-1.43686524728e+002
+7.12382395042e+004,-1.43775071459e+002
+7.25212224722e+004,-1.43766918179e+002
+7.38273116442e+004,-1.44426844436e+002
+7.51569231572e+004,-1.44893297384e+002
+7.65104806427e+004,-1.44590905085e+002
+7.78884153618e+004,-1.44477066912e+002
+7.92911663423e+004,-1.44528415767e+002
+8.07191805189e+004,-1.43960482906e+002
+8.21729128755e+004,-1.44033920535e+002
+8.36528265901e+004,-1.44735677205e+002
+8.51593931825e+004,-1.44677956704e+002
+8.66930926644e+004,-1.44711626657e+002
+8.82544136923e+004,-1.45059477789e+002
+8.98438537235e+004,-1.44815548044e+002
+9.14619191741e+004,-1.44853180909e+002
+9.31091255809e+004,-1.45087782796e+002
+9.47859977652e+004,-1.45253167660e+002
+9.64930700003e+004,-1.44999691367e+002
+9.82308861817e+004,-1.44456183556e+002
+1.00000000000e+005,-1.45247225018e+002
+1.01800975118e+005,-1.45167865597e+002
+1.03634385350e+005,-1.45155753904e+002
+1.05500814844e+005,-1.45218735555e+002
+1.07400858268e+005,-1.45571149539e+002
+1.09335121002e+005,-1.45640623797e+002
+1.11304219327e+005,-1.45242224382e+002
+1.13308780622e+005,-1.45592098553e+002
+1.15349443568e+005,-1.45859989338e+002
+1.17426858345e+005,-1.45772043585e+002
+1.19541686846e+005,-1.45873393716e+002
+1.21694602882e+005,-1.45877079386e+002
+1.23886292399e+005,-1.45808396835e+002
+1.26117453700e+005,-1.45804668453e+002
+1.28388797661e+005,-1.45871850687e+002
+1.30701047961e+005,-1.46221910965e+002
+1.33054941314e+005,-1.46043627351e+002
+1.35451227700e+005,-1.46180824063e+002
+1.37890670608e+005,-1.46145661567e+002
+1.40374047276e+005,-1.46619818176e+002
+1.42902148939e+005,-1.46466760127e+002
+1.45475781085e+005,-1.46420350265e+002
+1.48095763705e+005,-1.46522263997e+002
+1.50762931560e+005,-1.46849408769e+002
+1.53478134445e+005,-1.46691059156e+002
+1.56242237458e+005,-1.46793135790e+002
+1.59056121278e+005,-1.47108002308e+002
+1.61920682446e+005,-1.46864572127e+002
+1.64836833648e+005,-1.46668076430e+002
+1.67805504007e+005,-1.46865937072e+002
+1.70827639381e+005,-1.46719290271e+002
+1.73904202661e+005,-1.47097949615e+002
+1.77036174080e+005,-1.47010748279e+002
+1.80224551525e+005,-1.46848109929e+002
+1.83470350855e+005,-1.47375523910e+002
+1.86774606222e+005,-1.47419091484e+002
+1.90138370407e+005,-1.47146378255e+002
+1.93562715148e+005,-1.47123676145e+002
+1.97048731486e+005,-1.47467890811e+002
+2.00597530110e+005,-1.47803762153e+002
+2.04210241715e+005,-1.47536556512e+002
+2.07888017356e+005,-1.47400274043e+002
+2.11632028822e+005,-1.47240000252e+002
+2.15443469003e+005,-1.47681689197e+002
+2.19323552273e+005,-1.47570047999e+002
+2.23273514878e+005,-1.47356311918e+002
+2.27294615326e+005,-1.47610542512e+002
+2.31388134792e+005,-1.48225071388e+002
+2.35555377526e+005,-1.47584568130e+002
+2.39797671264e+005,-1.47071975422e+002
+2.44116367658e+005,-1.47583213033e+002
+2.48512842698e+005,-1.47695895428e+002
+2.52988497160e+005,-1.47834987800e+002
+2.57544757045e+005,-1.47991704256e+002
+2.62183074038e+005,-1.48053571727e+002
+2.66904925965e+005,-1.48531443779e+002
+2.71711817270e+005,-1.48437144081e+002
+2.76605279492e+005,-1.48227185107e+002
+2.81586871751e+005,-1.48269269075e+002
+2.86658181246e+005,-1.48379229389e+002
+2.91820823764e+005,-1.48145978787e+002
+2.97076444190e+005,-1.48557157056e+002
+3.02426717031e+005,-1.48293873172e+002
+3.07873346955e+005,-1.48447062462e+002
+3.13418069329e+005,-1.48279196657e+002
+3.19062650773e+005,-1.47909787428e+002
+3.24808889724e+005,-1.48279361671e+002
+3.30658617009e+005,-1.48714934383e+002
+3.36613696427e+005,-1.48486274528e+002
+3.42676025343e+005,-1.48883421698e+002
+3.48847535295e+005,-1.48428295217e+002
+3.55130192606e+005,-1.48580362967e+002
+3.61525999011e+005,-1.48777338510e+002
+3.68036992298e+005,-1.48741287635e+002
+3.74665246955e+005,-1.49047554086e+002
+3.81412874828e+005,-1.49332443769e+002
+3.88282025801e+005,-1.48368705430e+002
+3.95274888473e+005,-1.48725224574e+002
+4.02393690862e+005,-1.48506304048e+002
+4.09640701111e+005,-1.48770165215e+002
+4.17018228212e+005,-1.49522399574e+002
+4.24528622739e+005,-1.49250165456e+002
+4.32174277604e+005,-1.49403624640e+002
+4.39957628810e+005,-1.48755563488e+002
+4.47881156235e+005,-1.49368450046e+002
+4.55947384417e+005,-1.49274423262e+002
+4.64158883361e+005,-1.49284781437e+002
+4.72518269359e+005,-1.48930808184e+002
+4.81028205818e+005,-1.49542261692e+002
+4.89691404115e+005,-1.49337627041e+002
+4.98510624459e+005,-1.49697930163e+002
+5.07488676766e+005,-1.48400656963e+002
+5.16628421561e+005,-1.50146413007e+002
+5.25932770886e+005,-1.50015203952e+002
+5.35404689227e+005,-1.49893811240e+002
+5.45047194461e+005,-1.49545239150e+002
+5.54863358815e+005,-1.49637372584e+002
+5.64856309846e+005,-1.49632110403e+002
+5.75029231439e+005,-1.49867293763e+002
+5.85385364818e+005,-1.49003956126e+002
+5.95928009583e+005,-1.50198391787e+002
+6.06660524757e+005,-1.50002181652e+002
+6.17586329859e+005,-1.49763130056e+002
+6.28708905992e+005,-1.50316108286e+002
+6.40031796953e+005,-1.50275594522e+002
+6.51558610364e+005,-1.50014145587e+002
+6.63293018816e+005,-1.50416308810e+002
+6.75238761044e+005,-1.49965205316e+002
+6.87399643118e+005,-1.50580524636e+002
+6.99779539652e+005,-1.50281901581e+002
+7.12382395042e+005,-1.50739840691e+002
+7.25212224722e+005,-1.50414323739e+002
+7.38273116442e+005,-1.50627815963e+002
+7.51569231572e+005,-1.50387125734e+002
+7.65104806427e+005,-1.50275920658e+002
+7.78884153618e+005,-1.50518701082e+002
+7.92911663423e+005,-1.50385418615e+002
+8.07191805189e+005,-1.50803920042e+002
+8.21729128755e+005,-1.50499975392e+002
+8.36528265901e+005,-1.50671121172e+002
+8.51593931825e+005,-1.51179605406e+002
+8.66930926644e+005,-1.51063453023e+002
+8.82544136923e+005,-1.50902457275e+002
+8.98438537235e+005,-1.50957915394e+002
+9.14619191741e+005,-1.51006580609e+002
+9.31091255809e+005,-1.51167327598e+002
+9.47859977652e+005,-1.50916414321e+002
+9.64930700003e+005,-1.50744748517e+002
+9.82308861817e+005,-1.49806254397e+002
+1.00000000000e+006,-1.44787056014e+002
+1.01800975118e+006,-1.50034201762e+002
+1.03634385350e+006,-1.51682186399e+002
+1.05500814844e+006,-1.51526264998e+002
+1.07400858268e+006,-1.51732667576e+002
+1.09335121002e+006,-1.52113533603e+002
+1.11304219327e+006,-1.52075367484e+002
+1.13308780622e+006,-1.51831164889e+002
+1.15349443568e+006,-1.52559762181e+002
+1.17426858345e+006,-1.52190895426e+002
+1.19541686846e+006,-1.52208479413e+002
+1.21694602882e+006,-1.52296978290e+002
+1.23886292399e+006,-1.52365304443e+002
+1.26117453700e+006,-1.52838785687e+002
+1.28388797661e+006,-1.52817311086e+002
+1.30701047961e+006,-1.52863385729e+002
+1.33054941314e+006,-1.52396214149e+002
+1.35451227700e+006,-1.52667462788e+002
+1.37890670608e+006,-1.52978371193e+002
+1.40374047276e+006,-1.53492167636e+002
+1.42902148939e+006,-1.53348007203e+002
+1.45475781085e+006,-1.52630990230e+002
+1.48095763705e+006,-1.52441959752e+002
+1.50762931560e+006,-1.53147253777e+002
+1.53478134445e+006,-1.53564849295e+002
+1.56242237458e+006,-1.53767881703e+002
+1.59056121278e+006,-1.53825452320e+002
+1.61920682446e+006,-1.54419833119e+002
+1.64836833648e+006,-1.54592427413e+002
+1.67805504007e+006,-1.54328634568e+002
+1.70827639381e+006,-1.54002067976e+002
+1.73904202661e+006,-1.53362729838e+002
+1.77036174080e+006,-1.54735211399e+002
+1.80224551525e+006,-1.55054025490e+002
+1.83470350855e+006,-1.54916433450e+002
+1.86774606222e+006,-1.55380556434e+002
+1.90138370407e+006,-1.55137788968e+002
+1.93562715148e+006,-1.55197074606e+002
+1.97048731486e+006,-1.54784095445e+002
+2.00597530110e+006,-1.53422198382e+002
+2.04210241715e+006,-1.55497207421e+002
+2.07888017356e+006,-1.55090197806e+002
+2.11632028822e+006,-1.55747348489e+002
+2.15443469003e+006,-1.55991159928e+002
+2.19323552273e+006,-1.55817783704e+002
+2.23273514878e+006,-1.55521810228e+002
+2.27294615326e+006,-1.55868698447e+002
+2.31388134792e+006,-1.55680356587e+002
+2.35555377526e+006,-1.55571628996e+002
+2.39797671264e+006,-1.56057796710e+002
+2.44116367658e+006,-1.56951400758e+002
+2.48512842698e+006,-1.55913719105e+002
+2.52988497160e+006,-1.56145216727e+002
+2.57544757045e+006,-1.56307022715e+002
+2.62183074038e+006,-1.55920926474e+002
+2.66904925965e+006,-1.56749489127e+002
+2.71711817270e+006,-1.56847288361e+002
+2.76605279492e+006,-1.56158084407e+002
+2.81586871751e+006,-1.58234606851e+002
+2.86658181246e+006,-1.56500906035e+002
+2.91820823764e+006,-1.57118203067e+002
+2.97076444190e+006,-1.55624293774e+002
+3.02426717031e+006,-1.53923859927e+002
+3.07873346955e+006,-1.57784447162e+002
+3.13418069329e+006,-1.57669315589e+002
+3.19062650773e+006,-1.56338085009e+002
+3.24808889724e+006,-1.57427981098e+002
+3.30658617009e+006,-1.56914029958e+002
+3.36613696427e+006,-1.57514757984e+002
+3.42676025343e+006,-1.57162156386e+002
+3.48847535295e+006,-1.57520292381e+002
+3.55130192606e+006,-1.57734531736e+002
+3.61525999011e+006,-1.57838646929e+002
+3.68036992298e+006,-1.57276892456e+002
+3.74665246955e+006,-1.57136761772e+002
+3.81412874828e+006,-1.57572956458e+002
+3.88282025801e+006,-1.57014152088e+002
+3.95274888473e+006,-1.58089882257e+002
+4.02393690862e+006,-1.56363846987e+002
+4.09640701111e+006,-1.57103488412e+002
+4.17018228212e+006,-1.57199501719e+002
+4.24528622739e+006,-1.57447309214e+002
+4.32174277604e+006,-1.58527084102e+002
+4.39957628810e+006,-1.58249470835e+002
+4.47881156235e+006,-1.58843381837e+002
+4.55947384417e+006,-1.57957939501e+002
+4.64158883361e+006,-1.58147420712e+002
+4.72518269359e+006,-1.58288758718e+002
+4.81028205818e+006,-1.58333902336e+002
+4.89691404115e+006,-1.58353995738e+002
+4.98510624459e+006,-1.58690571309e+002
+5.07488676766e+006,-1.58227270052e+002
+5.16628421561e+006,-1.57966259035e+002
+5.25932770886e+006,-1.58189816727e+002
+5.35404689227e+006,-1.58874300068e+002
+5.45047194461e+006,-1.58392175352e+002
+5.54863358815e+006,-1.58177894853e+002
+5.64856309846e+006,-1.57979005292e+002
+5.75029231439e+006,-1.59490487763e+002
+5.85385364818e+006,-1.57640833841e+002
+5.95928009583e+006,-1.57864661773e+002
+6.06660524757e+006,-1.58680331901e+002
+6.17586329859e+006,-1.57892979931e+002
+6.28708905992e+006,-1.58362507927e+002
+6.40031796953e+006,-1.58343780172e+002
+6.51558610364e+006,-1.58335920866e+002
+6.63293018816e+006,-1.59490171616e+002
+6.75238761044e+006,-1.59482336043e+002
+6.87399643118e+006,-1.58746475059e+002
+6.99779539652e+006,-1.58738385782e+002
+7.12382395042e+006,-1.58596464894e+002
+7.25212224722e+006,-1.58587937085e+002
+7.38273116442e+006,-1.59249781496e+002
+7.51569231572e+006,-1.58835883217e+002
+7.65104806427e+006,-1.58824169876e+002
+7.78884153618e+006,-1.58319104474e+002
+7.92911663423e+006,-1.58307033079e+002
+8.07191805189e+006,-1.58578107956e+002
+8.21729128755e+006,-1.58572832365e+002
+8.36528265901e+006,-1.58677418837e+002
+8.51593931825e+006,-1.58991359459e+002
+8.66930926644e+006,-1.58985815376e+002
+8.82544136923e+006,-1.58966909652e+002
+8.98438537235e+006,-1.58841771968e+002
+9.14619191741e+006,-1.58837288789e+002
+9.31091255809e+006,-1.58610450386e+002
+9.47859977652e+006,-1.58906724779e+002
+9.64930700003e+006,-1.58902160467e+002
+9.82308861817e+006,-1.58630412483e+002
+1.00000000000e+007,-1.58882984045e+002
+1.01800975118e+007,-1.58881296488e+002
+1.03634385350e+007,-1.58881192815e+002
+1.05500814844e+007,-1.59403142046e+002
+1.07400858268e+007,-1.58731848421e+002
+1.09335121002e+007,-1.58530474828e+002
+1.11304219327e+007,-1.58530364360e+002
+1.13308780622e+007,-1.58257669021e+002
+1.15349443568e+007,-1.59619828743e+002
+1.17426858345e+007,-1.58846339769e+002
+1.19541686846e+007,-1.58887336105e+002
+1.21694602882e+007,-1.58590503736e+002
+1.23886292399e+007,-1.58764693092e+002
+1.26117453700e+007,-1.58316449257e+002
+1.28388797661e+007,-1.59417380089e+002
+1.30701047961e+007,-1.58436047299e+002
+1.33054941314e+007,-1.58437428206e+002
+1.35451227700e+007,-1.58475865598e+002
+1.37890670608e+007,-1.58922183281e+002
+1.40374047276e+007,-1.59831224092e+002
+1.42902148939e+007,-1.58848469038e+002
+1.45475781085e+007,-1.59164635328e+002
+1.48095763705e+007,-1.58968820732e+002
+1.50762931560e+007,-1.58995456002e+002
+1.53478134445e+007,-1.59294003935e+002
+1.56242237458e+007,-1.58936254770e+002
+1.59056121278e+007,-1.58924706567e+002
+1.61920682446e+007,-1.58919515538e+002
+1.64836833648e+007,-1.59524655631e+002
+1.67805504007e+007,-1.58499175967e+002
+1.70827639381e+007,-1.58935976808e+002
+1.73904202661e+007,-1.59265970480e+002
+1.77036174080e+007,-1.59236032264e+002
+1.80224551525e+007,-1.59146178118e+002
+1.83470350855e+007,-1.59526637079e+002
+1.86774606222e+007,-1.60023137326e+002
+1.90138370407e+007,-1.59789447921e+002
+1.93562715148e+007,-1.59394150017e+002
+1.97048731486e+007,-1.59562042457e+002
+2.00597530110e+007,-1.58115233622e+002
+2.04210241715e+007,-1.58297120668e+002
+2.07888017356e+007,-1.59263554733e+002
+2.11632028822e+007,-1.58576196848e+002
+2.15443469003e+007,-1.59626249153e+002
+2.19323552273e+007,-1.58494450619e+002
+2.23273514878e+007,-1.60369015447e+002
+2.27294615326e+007,-1.58963316769e+002
+2.31388134792e+007,-1.59172785111e+002
+2.35555377526e+007,-1.59763413252e+002
+2.39797671264e+007,-1.59726095910e+002
+2.44116367658e+007,-1.59180208777e+002
+2.48512842698e+007,-1.59816340241e+002
+2.52988497160e+007,-1.59630549295e+002
+2.57544757045e+007,-1.60642256972e+002
+2.62183074038e+007,-1.59640646875e+002
+2.66904925965e+007,-1.59010024659e+002
+2.71711817270e+007,-1.60271841535e+002
+2.76605279492e+007,-1.59226588705e+002
+2.81586871751e+007,-1.59257889649e+002
+2.86658181246e+007,-1.59655386071e+002
+2.91820823764e+007,-1.59777129514e+002
+2.97076444190e+007,-1.59574395530e+002
+3.02426717031e+007,-1.59768251024e+002
+3.07873346955e+007,-1.59525189392e+002
+3.13418069329e+007,-1.59823709424e+002
+3.19062650773e+007,-1.59599188085e+002
+3.24808889724e+007,-1.59944634099e+002
+3.30658617009e+007,-1.59756510003e+002
+3.36613696427e+007,-1.60551149620e+002
+3.42676025343e+007,-1.59520039001e+002
+3.48847535295e+007,-1.60796316018e+002
+3.55130192606e+007,-1.60228025305e+002
+3.61525999011e+007,-1.60528817964e+002
+3.68036992298e+007,-1.60537062700e+002
+3.74665246955e+007,-1.59418203001e+002
+3.81412874828e+007,-1.60241891510e+002
+3.88282025801e+007,-1.60074985115e+002
+3.95274888473e+007,-1.60156636102e+002
+4.00000000000e+007,-1.60568344783e+002
